"","perc","mean","sd"
"1",0.00136986301369863,99797.3410273973,21785.2092915706
"2",0.00410958904109589,88101.1340410959,17669.4847387325
"3",0.00684931506849315,82205.6732876712,18302.886637135
"4",0.00958904109589041,77540.0740410959,17149.4762334991
"5",0.0123287671232877,74327.5813013699,17733.9976247567
"6",0.0150684931506849,70542.6760273973,17231.7961480589
"7",0.0178082191780822,68575.2091780822,17057.3246263604
"8",0.0205479452054795,66328.2373287671,16252.542452653
"9",0.0232876712328767,64919.6723972603,15635.9973454271
"10",0.026027397260274,62868.9880136986,14531.3817371942
"11",0.0287671232876712,61316.7637671233,14245.1798824439
"12",0.0315068493150685,58410.1047945206,12775.3761188766
"13",0.0342465753424658,57171.9058219178,12858.0707720274
"14",0.036986301369863,55190.0210273973,12662.4219288764
"15",0.0397260273972603,53566.7873972603,12396.1925858055
"16",0.0424657534246575,52449.3439726027,12054.4492340415
"17",0.0452054794520548,51439.2009589041,11509.7350934273
"18",0.0479452054794521,50108.354109589,11262.490725947
"19",0.0506849315068493,48873.6225342466,10649.9275684816
"20",0.0534246575342466,47819.5134246575,9996.41056039344
"21",0.0561643835616438,46672.0330136986,9607.15918634026
"22",0.0589041095890411,45894.9540410959,9626.9848243764
"23",0.0616438356164384,45249.1636986301,9702.58091834733
"24",0.0643835616438356,44688.0234931507,9697.3894250449
"25",0.0671232876712329,43874.9408219178,9785.32743817017
"26",0.0698630136986301,42839.1176027397,9852.78038244369
"27",0.0726027397260274,41916.6515068493,9761.11610002178
"28",0.0753424657534247,41183.5688356164,9622.04797131655
"29",0.0780821917808219,40679.3895890411,9576.37115897661
"30",0.0808219178082192,39871.0031506849,9394.61297361608
"31",0.0835616438356164,39610.877739726,9364.86039036713
"32",0.0863013698630137,39059.8623972603,9189.49870522962
"33",0.089041095890411,38521.3636986301,9180.17136489325
"34",0.0917808219178082,38051.468630137,9004.94217872393
"35",0.0945205479452055,37623.4870547945,9007.07883586699
"36",0.0972602739726027,37079.6966438356,8939.64308836584
"37",0.1,36435.325,8756.41279045677
"38",0.102739726027397,35914.6993150685,8708.8471797917
"39",0.105479452054795,35307.7778082192,8603.32257798001
"40",0.108219178082192,34882.1084931507,8547.05815047451
"41",0.110958904109589,34468.1633561644,8513.59834041655
"42",0.113698630136986,33959.1130136986,8526.34191426733
"43",0.116438356164384,33596.3448630137,8458.16221035187
"44",0.119178082191781,33183.1155479452,8368.84580981088
"45",0.121917808219178,32890.7939726027,8328.16053456837
"46",0.124657534246575,32123.5624657534,7934.83702491835
"47",0.127397260273973,31863.6713013699,7770.32618811607
"48",0.13013698630137,31599.1602739726,7708.81903159189
"49",0.132876712328767,31319.490890411,7586.35899815014
"50",0.135616438356164,31023.8085616438,7548.47532357269
"51",0.138356164383562,30580.1691780822,7499.98423174582
"52",0.141095890410959,30073.9618493151,7518.97936457402
"53",0.143835616438356,29712.2845890411,7376.31364935059
"54",0.146575342465753,29412.9517808219,7350.41014299128
"55",0.149315068493151,29106.6802739726,7268.77584857634
"56",0.152054794520548,28825.6743835616,7232.74850685676
"57",0.154794520547945,28615.0202054795,7145.80704346061
"58",0.157534246575342,28400.1688356164,7078.58330146049
"59",0.16027397260274,28114.0329452055,7060.9165103705
"60",0.163013698630137,27826.7731506849,6962.38373608712
"61",0.165753424657534,27580.883630137,6822.1234373407
"62",0.168493150684932,27304.2851369863,6654.49100331297
"63",0.171232876712329,26966.1054794521,6434.27469887067
"64",0.173972602739726,26808.9407534247,6358.20355103312
"65",0.176712328767123,26469.0375342466,6280.93901762165
"66",0.179452054794521,26130.4108219178,6125.63442451444
"67",0.182191780821918,25797.0794520548,5971.82386188291
"68",0.184931506849315,25527.4849315068,5832.91833354312
"69",0.187671232876712,25227.3190410959,5734.26727627667
"70",0.19041095890411,24965.5341780822,5700.66210916629
"71",0.193150684931507,24777.902739726,5640.52237527489
"72",0.195890410958904,24490.9519178082,5579.76559294936
"73",0.198630136986301,24314.1695205479,5565.57795370334
"74",0.201369863013699,24020.7971917808,5448.09145169874
"75",0.204109589041096,23790.6240410959,5429.85291463237
"76",0.206849315068493,23483.277260274,5308.96672027302
"77",0.20958904109589,23269.9900684932,5199.9796647306
"78",0.212328767123288,23013.8010273973,5144.85416360703
"79",0.215068493150685,22820.8452054795,5080.35291494446
"80",0.217808219178082,22669.9974657534,5025.40691131864
"81",0.220547945205479,22475.0434246575,4968.00657370842
"82",0.223287671232877,22289.8420547945,4914.13354744493
"83",0.226027397260274,22155.2866438356,4883.79045014643
"84",0.228767123287671,21934.3241780822,4911.42217979918
"85",0.231506849315068,21725.0811643836,4891.45773674433
"86",0.234246575342466,21468.8869863014,4897.67200270165
"87",0.236986301369863,21302.5604794521,4856.72644634134
"88",0.23972602739726,21140.0934931507,4870.4289425271
"89",0.242465753424658,20925.777260274,4827.27039086634
"90",0.245205479452055,20762.1506849315,4779.42548609599
"91",0.247945205479452,20549.2978082192,4804.22221252312
"92",0.250684931506849,20372.6978082192,4691.66895422656
"93",0.253424657534247,20179.0760273973,4635.33951716359
"94",0.256164383561644,20062.3631506849,4619.71094053519
"95",0.258904109589041,19954.7732876712,4581.07932617514
"96",0.261643835616438,19764.2110958904,4536.02522223256
"97",0.264383561643836,19565.6335616438,4515.63533145094
"98",0.267123287671233,19442.6808219178,4518.4613194335
"99",0.26986301369863,19276.8010958904,4445.00180965708
"100",0.272602739726027,19171.5612328767,4433.56967397712
"101",0.275342465753425,19030.5545205479,4399.38508713275
"102",0.278082191780822,18913.46,4375.56361254561
"103",0.280821917808219,18814.5863013699,4373.87865871682
"104",0.283561643835616,18614.5330136986,4349.04912093849
"105",0.286301369863014,18458.955890411,4355.19787799528
"106",0.289041095890411,18319.4345890411,4338.42364294505
"107",0.291780821917808,18150.2541780822,4284.03676225489
"108",0.294520547945205,18040.2469178082,4279.82089183499
"109",0.297260273972603,17921.3336986301,4227.75122692494
"110",0.3,17779.635,4201.15901404303
"111",0.302739726027397,17609.1856164384,4130.10704950752
"112",0.305479452054795,17523.1850684931,4090.38166535313
"113",0.308219178082192,17383.3171232877,4064.22479407959
"114",0.310958904109589,17157.2943150685,3956.45423030784
"115",0.313698630136986,17030.5554109589,3880.68024807718
"116",0.316438356164384,16933.2623287671,3844.41502596686
"117",0.319178082191781,16813.4559589041,3824.12775118716
"118",0.321917808219178,16648.4886986301,3807.52945349845
"119",0.324657534246575,16472.1060273973,3732.21828954715
"120",0.327397260273973,16312.4417808219,3668.44720363892
"121",0.33013698630137,16186.9723287671,3658.54523047248
"122",0.332876712328767,16053.9569178082,3662.65330014347
"123",0.335616438356164,15920.5595890411,3669.80411873279
"124",0.338356164383562,15810.3184246575,3619.60948444623
"125",0.341095890410959,15676.9787671233,3578.4604138204
"126",0.343835616438356,15579.7924657534,3587.13887703856
"127",0.346575342465753,15391.1739726027,3571.16237165796
"128",0.349315068493151,15290.054109589,3554.41736853356
"129",0.352054794520548,15157.5452054795,3550.04283927382
"130",0.354794520547945,15021.6216438356,3527.02645694247
"131",0.357534246575342,14916.6373972603,3484.0180713322
"132",0.36027397260274,14792.5111643836,3440.36538577768
"133",0.363013698630137,14662.373630137,3396.08121340995
"134",0.365753424657534,14562.7709589041,3367.63694634736
"135",0.368493150684931,14462.3483561644,3332.48499544899
"136",0.371232876712329,14375.4253424658,3300.80351086356
"137",0.373972602739726,14283.9958219178,3308.88716572103
"138",0.376712328767123,14131.1900684931,3283.73521757493
"139",0.379452054794521,14035.7089041096,3264.05676246307
"140",0.382191780821918,13932.95,3247.45540210365
"141",0.384931506849315,13790.5143835616,3188.63218355721
"142",0.387671232876712,13689.3726027397,3175.88712579302
"143",0.39041095890411,13591.3753424658,3158.49020626054
"144",0.393150684931507,13475.9632876712,3137.49217647016
"145",0.395890410958904,13365.4962328767,3113.69121305404
"146",0.398630136986301,13265.2195205479,3123.51083330842
"147",0.401369863013699,13148.0769863014,3114.53933356439
"148",0.404109589041096,13049.4931506849,3117.15861225593
"149",0.406849315068493,12956.2019863014,3139.35302320251
"150",0.40958904109589,12899.8868493151,3141.6489530387
"151",0.412328767123288,12791.4371917808,3153.23809967472
"152",0.415068493150685,12682.1168493151,3150.95780238736
"153",0.417808219178082,12584.1342465753,3163.84787226868
"154",0.420547945205479,12468.7494520548,3106.78056890124
"155",0.423287671232877,12355.3069178082,3108.73438050439
"156",0.426027397260274,12255.8296575342,3130.88151606575
"157",0.428767123287671,12202.3893835616,3124.29284644712
"158",0.431506849315068,12119.5876712329,3133.86904692619
"159",0.434246575342466,12030.0837671233,3109.97939031556
"160",0.436986301369863,11964.1630136986,3095.02219121592
"161",0.43972602739726,11867.0357534247,3031.80447577945
"162",0.442465753424658,11785.6838356164,3019.71828152045
"163",0.445205479452055,11700.1140410959,3025.4361785011
"164",0.447945205479452,11565.1861643836,3037.71745733247
"165",0.450684931506849,11472.1102739726,3032.2125392548
"166",0.453424657534247,11361.0895205479,3017.51818543907
"167",0.456164383561644,11274.2217808219,3022.81596437314
"168",0.458904109589041,11226.9164383562,3026.3293237255
"169",0.461643835616438,11135.156369863,3007.81590888939
"170",0.464383561643836,11057.1817123288,2985.55970017973
"171",0.467123287671233,10967.5297945205,2996.44868091939
"172",0.46986301369863,10892.743630137,2974.15496795922
"173",0.472602739726027,10821.452739726,2980.24507540032
"174",0.475342465753425,10745.3744520548,2951.55347499766
"175",0.478082191780822,10651.1752739726,2936.49303041831
"176",0.480821917808219,10584.3510958904,2922.86179726886
"177",0.483561643835616,10507.4315753425,2892.50846982998
"178",0.486301369863014,10425.1325342466,2870.93779152995
"179",0.489041095890411,10309.2433561644,2832.85718909667
"180",0.491780821917808,10232.5986986301,2808.3152317493
"181",0.494520547945206,10163.6756849315,2819.82866299669
"182",0.497260273972603,10099.0821917808,2796.87299716699
"183",0.5,10007.025,2754.56970539411
"184",0.502739726027397,9929.63383561644,2756.96155086519
"185",0.505479452054794,9847.38945205479,2776.37883027806
"186",0.508219178082192,9766.66684931507,2750.01044345978
"187",0.510958904109589,9712.08931506849,2764.19216298105
"188",0.513698630136986,9662.57328767123,2762.06074548046
"189",0.516438356164384,9601.89260273972,2741.9558965641
"190",0.519178082191781,9532.93664383562,2736.33185996426
"191",0.521917808219178,9461.11904109589,2720.77991836914
"192",0.524657534246575,9403.78184931507,2715.92103592553
"193",0.527397260273973,9327.20616438356,2708.79163301977
"194",0.53013698630137,9225.21226027397,2691.36112965272
"195",0.532876712328767,9142.20815068493,2632.04215366046
"196",0.535616438356164,9059.39554794521,2603.8070762529
"197",0.538356164383562,8994.76787671233,2604.7139782017
"198",0.541095890410959,8929.08150684931,2608.17896374717
"199",0.543835616438356,8864.73424657534,2593.18911359335
"200",0.546575342465753,8818.54267123288,2586.25438495988
"201",0.549315068493151,8729.84561643836,2589.46855825573
"202",0.552054794520548,8671.73842465753,2556.17761542302
"203",0.554794520547945,8596.25034246575,2511.81076862075
"204",0.557534246575342,8531.78390410959,2501.77589515641
"205",0.56027397260274,8492.87534246575,2492.32217867846
"206",0.563013698630137,8396.75260273973,2488.12056701832
"207",0.565753424657534,8343.38171232877,2489.87264656998
"208",0.568493150684932,8248.73664383562,2488.38446348518
"209",0.571232876712329,8199.50794520548,2484.30160776076
"210",0.573972602739726,8158.93630136986,2479.39408278279
"211",0.576712328767123,8080.94219178082,2463.69373345032
"212",0.579452054794521,8032.97164383562,2450.88796142888
"213",0.582191780821918,7984.12773972603,2449.34981146281
"214",0.584931506849315,7937.60431506849,2455.37085218171
"215",0.587671232876712,7890.33876712329,2455.42070883384
"216",0.59041095890411,7791.72904109589,2398.01386295186
"217",0.593150684931507,7747.32376712329,2407.34827107612
"218",0.595890410958904,7710.22054794521,2400.51940260201
"219",0.598630136986301,7686.13006849315,2393.61027596283
"220",0.601369863013699,7640.45226027397,2377.13144434106
"221",0.604109589041096,7578.45568493151,2373.04640157139
"222",0.606849315068493,7502.28493150685,2318.2725229624
"223",0.60958904109589,7444.99212328767,2315.37355023369
"224",0.612328767123288,7380.32773972603,2287.44518119713
"225",0.615068493150685,7315.13082191781,2279.09491224847
"226",0.617808219178082,7281.59315068493,2270.38931835861
"227",0.620547945205479,7244.32835616438,2241.91020546142
"228",0.623287671232877,7214.8404109589,2237.6656406892
"229",0.626027397260274,7136.65835616438,2227.78276144415
"230",0.628767123287671,7092.93876712329,2218.86196467227
"231",0.631506849315069,7040.28739726027,2197.87652871818
"232",0.634246575342466,6980.01232876712,2201.01580766817
"233",0.636986301369863,6916.09006849315,2203.58607495845
"234",0.63972602739726,6871.09150684932,2196.86954859541
"235",0.642465753424658,6819.60602739726,2183.40071863279
"236",0.645205479452055,6790.74828767123,2181.36374705676
"237",0.647945205479452,6735.15232876712,2161.37979957559
"238",0.650684931506849,6682.09109589041,2168.82358470443
"239",0.653424657534247,6623.90205479452,2152.82589172121
"240",0.656164383561644,6591.79650684931,2136.28004170881
"241",0.658904109589041,6565.32376712329,2118.86784851024
"242",0.661643835616438,6514.63239726027,2096.02551626398
"243",0.664383561643836,6468.08287671233,2072.06824368381
"244",0.667123287671233,6413.64493150685,2020.74825692485
"245",0.66986301369863,6352.00116438356,1989.3920786239
"246",0.672602739726027,6314.77232876712,1962.75756424856
"247",0.675342465753425,6285.45061643836,1960.20814685768
"248",0.678082191780822,6241.1654109589,1958.91581729938
"249",0.680821917808219,6187.97705479452,1952.76230167694
"250",0.683561643835616,6146.22623287671,1946.5297520747
"251",0.686301369863014,6111.29493150685,1941.85640758288
"252",0.689041095890411,6081.90109589041,1926.55437873915
"253",0.691780821917808,6048.67636986301,1918.28723042922
"254",0.694520547945205,5991.46643835616,1909.92831738934
"255",0.697260273972603,5943.71054794521,1902.46111434462
"256",0.7,5918.935,1901.04796106647
"257",0.702739726027397,5879.66328767123,1898.63495366324
"258",0.705479452054795,5843.48664383562,1874.52908258263
"259",0.708219178082192,5811.27773972603,1861.13907234532
"260",0.710958904109589,5772.28232876712,1853.57625582716
"261",0.713698630136986,5715.16157534247,1849.75781866701
"262",0.716438356164384,5696.51116438356,1852.46597775454
"263",0.719178082191781,5652.01301369863,1844.03167510056
"264",0.721917808219178,5625.77301369863,1839.86294018301
"265",0.724657534246575,5589.62636986301,1829.30987862614
"266",0.727397260273973,5540.82657534247,1818.70031819438
"267",0.73013698630137,5500.02150684932,1815.88510876663
"268",0.732876712328767,5467.82226027397,1809.1439208267
"269",0.735616438356164,5443.17191780822,1797.94913375944
"270",0.738356164383562,5409.29924657534,1799.09115422787
"271",0.741095890410959,5366.01123287671,1786.89858985167
"272",0.743835616438356,5326.21404109589,1797.443837953
"273",0.746575342465753,5306.40479452055,1795.26502751491
"274",0.749315068493151,5280.98273972603,1798.66437144669
"275",0.752054794520548,5257.4752739726,1781.66055590821
"276",0.754794520547945,5213.86198630137,1775.03350558726
"277",0.757534246575343,5179.46547945205,1749.46864145552
"278",0.76027397260274,5136.25753424658,1737.62990889141
"279",0.763013698630137,5129.55664383562,1734.70370576184
"280",0.765753424657534,5112.40321917808,1739.13220677638
"281",0.768493150684932,5048.52657534247,1714.19373433912
"282",0.771232876712329,5024.90102739726,1709.23785052581
"283",0.773972602739726,4999.6102739726,1712.12509590631
"284",0.776712328767123,4975.64157534247,1706.814153606
"285",0.779452054794521,4937.79431506849,1691.20950605285
"286",0.782191780821918,4905.32863013699,1685.96699857102
"287",0.784931506849315,4867.48404109589,1671.96826575931
"288",0.787671232876712,4816.85171232877,1655.46160884291
"289",0.79041095890411,4785.39705479452,1646.96879822017
"290",0.793150684931507,4767.5152739726,1649.98385747952
"291",0.795890410958904,4744.0848630137,1646.72209264634
"292",0.798630136986301,4721.3147260274,1644.23524488328
"293",0.801369863013699,4704.45787671233,1649.75395606811
"294",0.804109589041096,4676.72534246575,1634.21958578958
"295",0.806849315068493,4645.62808219178,1602.30246128792
"296",0.80958904109589,4624.16863013699,1598.84205505302
"297",0.812328767123288,4593.71876712329,1599.74700260251
"298",0.815068493150685,4550.64897260274,1585.95471389524
"299",0.817808219178082,4539.12732876712,1585.16001939261
"300",0.820547945205479,4518.63287671233,1556.20985363461
"301",0.823287671232877,4501.83760273973,1542.76826078365
"302",0.826027397260274,4471.68979452055,1543.17120649911
"303",0.828767123287671,4432.18664383562,1532.26257325217
"304",0.831506849315068,4409.59301369863,1531.97439225241
"305",0.834246575342466,4386.56390410959,1502.30660464206
"306",0.836986301369863,4360.42917808219,1478.62007279852
"307",0.83972602739726,4336.31650684931,1471.01350731055
"308",0.842465753424658,4307.93184931507,1465.1612180057
"309",0.845205479452055,4285.9704109589,1466.85828770688
"310",0.847945205479452,4271.12575342466,1463.67331191977
"311",0.850684931506849,4241.67095890411,1457.68608231488
"312",0.853424657534247,4222.5097260274,1463.7259159012
"313",0.856164383561644,4197.27876712329,1432.45112588849
"314",0.858904109589041,4165.11589041096,1418.0699563874
"315",0.861643835616438,4147.77602739726,1394.26966642975
"316",0.864383561643836,4124.04602739726,1375.50216218531
"317",0.867123287671233,4089.71198630137,1365.28251108153
"318",0.86986301369863,4067.21780821918,1360.27690757522
"319",0.872602739726027,4040.95321917808,1337.92663524817
"320",0.875342465753425,4017.07123287671,1337.1795153141
"321",0.878082191780822,3992.73636986301,1313.08534547025
"322",0.880821917808219,3957.39568493151,1295.84690069092
"323",0.883561643835616,3933.80684931507,1294.26596654407
"324",0.886301369863014,3912.65273972603,1282.22713035421
"325",0.889041095890411,3891.78219178082,1270.37759415465
"326",0.891780821917808,3856.60226027397,1232.09966079259
"327",0.894520547945206,3837.85417808219,1225.42642480606
"328",0.897260273972603,3816.0654109589,1218.72183625715
"329",0.9,3801.16,1205.09433091356
"330",0.902739726027397,3783.26061643836,1201.72748249223
"331",0.905479452054795,3734.37328767123,1174.30251011694
"332",0.908219178082192,3709.41006849315,1156.33740604729
"333",0.910958904109589,3687.54452054795,1159.63072311686
"334",0.913698630136986,3655.02136986301,1144.95548819388
"335",0.916438356164384,3628.70369863014,1138.69009119395
"336",0.919178082191781,3582.92952054794,1113.32493527406
"337",0.921917808219178,3569.1404109589,1107.2931919531
"338",0.924657534246575,3555.02739726027,1102.56598216914
"339",0.927397260273973,3530.00821917808,1087.06691881002
"340",0.93013698630137,3503.0348630137,1068.89045780164
"341",0.932876712328767,3473.72047945205,1040.27306108843
"342",0.935616438356164,3452.54383561644,1041.41392302719
"343",0.938356164383562,3420.20136986301,1026.13374431119
"344",0.941095890410959,3375.16910958904,1000.7703531168
"345",0.943835616438356,3348.16280821918,999.338683561592
"346",0.946575342465753,3321.27856164384,987.066563761142
"347",0.949315068493151,3292.30965753425,972.038045272418
"348",0.952054794520548,3251.00445205479,948.808717888235
"349",0.954794520547945,3233.4,953.26121288973
"350",0.957534246575342,3192.31171232877,926.707229923552
"351",0.96027397260274,3165.03924657534,900.342720566279
"352",0.963013698630137,3138.85164383562,878.849070272288
"353",0.965753424657534,3089.95993150685,840.860278064026
"354",0.968493150684931,3053.20363013699,839.971039603251
"355",0.971232876712329,3035.56897260274,832.415318707084
"356",0.973972602739726,2996.88143835616,801.826212957398
"357",0.976712328767123,2940.64609589041,743.614776322567
"358",0.979452054794521,2918.83493150685,734.757762103399
"359",0.982191780821918,2890.91664383562,716.475883573746
"360",0.984931506849315,2832.49335616438,684.327193618203
"361",0.987671232876712,2788.21260273973,661.049968713957
"362",0.99041095890411,2702.91780821918,608.864829557264
"363",0.993150684931507,2593.88321917808,569.782393547561
"364",0.995890410958904,2433.88212328767,710.564998229871
"365",0.998630136986301,2041.58773972603,916.553443573337
